estrategia,n_torneo,perdida,exploracion,puntaje_torneo,puntaje_acumulado,seed
A2C_LSTM,56,-0.00019622851687017828,,0,[35019],4
A2C_LSTM,57,-0.00018799485405907035,,0,[34717],4
A2C_LSTM,58,-0.00010149737499887124,,0,[34947],4
A2C_LSTM,59,-0.00025698967510834336,,0,[34959],4
A2C_LSTM,60,-8.546978642698377e-05,,0,[33851],4
A2C_LSTM,61,-0.0001449222327210009,,0,[34916],4
A2C_LSTM,62,0.20648939907550812,,0,[34439],4
A2C_LSTM,63,-0.00011964016448473558,,0,[35276],4
A2C_LSTM,64,-2.9954393539810553e-05,,0,[35236],4
A2C_LSTM,65,25.38273048400879,,0,[35149],4
A2C_LSTM,66,-3.443607420194894e-05,,0,[34977],4
A2C_LSTM,67,-7.311518129426986e-05,,0,[35464],4
A2C_LSTM,68,-5.217203943175264e-05,,0,[34951],4
A2C_LSTM,69,-0.0001476839679526165,,0,[34356],4
A2C_LSTM,70,0.05583610758185387,,0,[34706],4
A2C_LSTM,71,-0.00013511897122953087,,0,[35235],4
A2C_LSTM,72,-5.332991713657975e-05,,0,[34213],4
A2C_LSTM,73,-0.00012751150643453002,,0,[34644],4
A2C_LSTM,74,-7.130575977498665e-05,,0,[35210],4
A2C_LSTM,75,-0.0004788386286236346,,0,[34290],4
A2C_LSTM,76,0.29872798919677734,,0,[35054],4
A2C_LSTM,77,-0.00025443718186579645,,0,[34674],4
A2C_LSTM,78,-0.00018400305998511612,,0,[34723],4
A2C_LSTM,79,-0.0005572147783823311,,0,[35067],4
A2C_LSTM,80,-4.202043783152476e-05,,0,[34928],4
A2C_LSTM,81,2132.65625,,0,[35107],4
A2C_LSTM,82,-3.197102705598809e-05,,0,[34880],4
A2C_LSTM,83,-9.890819637803361e-05,,0,[34779],4
A2C_LSTM,84,-0.00021371414186432958,,0,[34553],4
A2C_LSTM,85,-0.00015891123621258885,,0,[35562],4
A2C_LSTM,86,-0.00023509077436756343,,0,[35069],4
